,topic_name,section,subsection,text
911,WrestleDream,Reception,,"WrestleDream received critical acclaim, mainly for the Danielson-Sabre Jr. match and Adam Copeland's debut.Wrestling journalist Dave Meltzer of the Wrestling Observer Newsletter rated the ROH World Tag Team Championship match 2.75 stars (the lowest rated match on the card), the Kingston-Shibata bout and the four-way tag team match 3.75 stars, the TBS Championship match 3 stars, the Page-Strickland bout and the six-man tag team match 4.75 stars, the Yuta-Starks match 3.5 stars, the Danielson-Sabre Jr. match 5.5 stars (the highest rated match on the card), and the AEW World Tag title match and the TNT Championship match 4.5 stars."
912,WrestleDream,Aftermath,,"During the post-event media scrum, Tony Khan revealed that WrestleDream would continue as an annual pay-per-view for AEW.Also during the media scrum, it was confirmed that Adam Copeland had signed full-time with AEW. Additionally, it was announced that he would make his Dynamite debut on October 4 to address his appearance at WrestleDream with his first AEW match scheduled for a special Tuesday night Dynamite called Title Tuesday on October 10 against Luchasaurus. On the October 4 episode, after listing off names of potential opponents he had never faced, Copeland explained that he came to AEW because he saw an opportunity to reunite with Christian Cage one last time and end their careers together as a team, and also warned him that Luchasaurus and Nick Wayne would eventually turn on him. Cage embraced Copeland, but then crudely rejected him. Luchasaurus and Wayne then came out but Copeland fended them off. Copeland then defeated Luchasaurus in his AEW in-ring debut at Dynamite: Title Tuesday. This would then lead to a six-man tag team match at Full Gear, pitting Copeland, Sting, and Darby Allin against Cage, Luchasaurus, and Wayne."
913,WrestleDream,Results,,
914,WrestleDream,Notes,,
915,57th Annual Country Music Association Awards,Summary,,"The 57th Annual Country Music Association Awards were held on November 8, 2023, at the Bridgestone Arena in Nashville, Tennessee. The ceremony were hosted once again by Luke Bryan with Peyton Manning. The ceremony was broadcast live on ABC and is available to stream on Hulu."
916,57th Annual Country Music Association Awards,Background,,"On May 16, 2023, the Association announced that multiple CMA award winner Luke Bryan and NFL superstar Peyton Manning would once again return as the hosts for the upcoming ceremony. They also announced their balloting schedule for the 2023 ceremony, as well as the eligibility dates for the nominees, from July 1, 2022, to June 30, 2023."
917,57th Annual Country Music Association Awards,Winners and nominees,International Awards,"The international nominees were announced on September 13, 2023."
918,57th Annual Country Music Association Awards,Winners and nominees,Industry Awards,"Humanitarian Award: Darius Rucker
Joe Talbot Award: Jeannie Seely"
919,57th Annual Country Music Association Awards,Performers,,"The first wave of performers was announced on October 25, 2023. The second wave was announced on November 1, 2023."
920,57th Annual Country Music Association Awards,Presenters,,"The presenters for the 57th CMA awards were announced on November 6.
Corey Seager, Parker McCollum, and Brian Kelley presented ""Single of the Year""
Bill Anderson and Sara Evans presented ""Song of The Year""
Craig Morgan introduced Luke Bryan's performance
Kevin Cahoon and Hailey Whitters presented ""Vocal Duo of the Year""
Chris Young presented ""Music Teacher Appreciation"" and the Chevy Trax to teacher Brenda Gregory
Cynthia Erivo presented ""Vocal Group of the Year""
Gerry Turner and Lady A presented ""New Artist of the Year""
Paula Abdul and Darius Rucker presented ""Album of the Year""
Jordan Davis introduced Crown Royal ""That Deserves A Crown"" to ""Bunker Labs""
Martina McBride presented ""Female Vocalist of the Year""
Nate Bargatze presented ""Male Vocalist of the Year""
Keith Urban presented ""Entertainer of the Year"""
921,57th Annual Country Music Association Awards,Milestones,,"Lainey Wilson becomes the first and only artist to top the nominations list in their first two appearances on the final list of nominees, having also lead the nominations at the previous ceremony. Wilson is the first new female artist to be nominated for Entertainer of the Year since Carrie Underwood received her first nomination in 2016. Wilson is also the first artist to have two nominations in the Single of the Year category in the same year since 2010, when Miranda Lambert's hits ""White Liar"" and ""The House That Built Me"" were both nominated.
Lainey Wilson now ties Merle Haggard and Miranda Lambert for the second most nominations in a single year with nine nominations. Alan Jackson holds the record with 10 in 2002.
This is the first time in CMA history that two women have been nominated for Entertainer of the Year in four consecutive years.
Miranda Lambert ties with Martina McBride for the second most nominations in the Female Vocalist of the Year category, with seventeen. Reba McEntire leads with eighteen nominations.
The War and Treaty became the first African-american duo to be nominated for Duo of the Year, and the first married couple nominated since Thompson Square in 2015. They are also the first gender mixed duo to be nominated since Sugarland in 2018.
Brooks & Dunn extend their lead for most nominations in the Duo of the Year category, with twenty four.
Jo Dee Messina receives her first nomination in over two decades. She was last nominated in 2002 for Vocal Event of the Year for her collaboration with Tim McGraw, “Bring On The Rain.”
Old Dominion wins Vocal Group of the Year, tying The Statler Brothers, Little Big Town, and Rascal Flatts for the longest win streak in the category with six.
Jay Joyce is now third in most career nominations for Album of the Year with 15, only behind producer Tony Brown (24) and George Strait (19).
Little Big Town has the longest consecutive nomination streak for Vocal Group. They have been on the final ballot for 18 years in a row since 2006.


"
922,"2023 Gary, Indiana, mayoral election",Summary,,"The 2023 Gary, Indiana, mayoral election was held on November 7, 2023, to elect the mayor of Gary, Indiana. Primary elections were held on May 2. Incumbent mayor Jerome Prince ran for re-election to a second term in office, but lost the Democratic primary to state senator Eddie Melton. This election marked the first time in the history of Gary, Indiana, that a one-term mayor was defeated in a reelection bid. Melton defeated Republican nominee Andrew Delano in the general election."
